PersPerOccupHous,PctHousOwnOcc,MalePctDivorce,FamInc,PctRecImmig8,NormPopulation,Rent,PctPopUnderPov,PctLess9thGrade,PctUnemployed,NumStreet,ViolentCrimesPerPop
0.3,0.43,0.64,Low,0.03,0.01,Low,0.31,0.29,0.38,0,7
0.43,0.47,0.25,Medium,0.17,0.03,Medium,0.09,0.15,0.27,0,10
0.33,0.55,0.51,Low,0.02,0,Low,0.62,0.79,0.62,0,29
0.55,0.91,0.22,High,0.31,0.03,High,0.02,0.05,0.12,0,8
0.46,0.53,0.36,Medium,1,0.06,Medium,0.13,0.16,0.18,0,17
0.44,0.63,0.51,Low,0.04,0.01,Low,0.22,0.24,0.3,0,42
0.95,0.61,0.32,Low,0.34,0.02,Low,0.99,1,0.98,0,23
0.55,0.74,0.24,Medium,0.06,0.02,Medium,0.05,0.09,0.07,0,4
0.27,0.34,0.5,Medium,0.21,0.32,Medium,0.3,0.16,0.21,0,36
0.45,0.44,0.73,Low,0.25,0.7,Low,0.46,0.42,0.48,0.8,64
0.31,0.43,0.75,Low,0.04,0.01,Low,0.47,0.26,0.62,0,10
0.26,0.33,0.75,Medium,0.32,0.08,High,0.13,0.09,0.16,0.07,26
0.47,0.84,0.42,Low,0,0.01,Low,0.17,0.27,0.31,0,23
0.34,0.29,0.85,Low,0.13,0.62,Low,0.73,0.37,0.61,0.14,101
1,0.12,0.39,Low,1,0.04,Medium,0.7,1,0.86,0,37
0.33,0.12,0.42,Low,0.72,0.91,Medium,0.49,0.35,0.54,0.5,82
0.42,0.26,0.76,Low,0.42,0.03,Low,0.49,0.38,0.75,0.09,28
0.63,0.92,0.3,Medium,0.02,0,Medium,0.07,0.19,0.15,0,8
1,0.76,0.3,Low,0.02,0.05,Low,0.17,0.09,0.18,0,5
0.46,0.03,0.52,Low,0.9,0.01,Low,0.59,0.85,0.66,0,62
0.29,0.47,0.74,Low,0.04,0.14,Low,0.42,0.47,0.32,0.03,25
0.41,0.58,0.66,Low,0.03,0.14,Low,0.77,0.36,1,0,96
0.33,0.44,0.73,Low,0.05,0.23,Low,0.48,0.44,0.43,0,82
0.14,0.18,0.62,Low,0.14,0.01,Medium,0.17,0.17,0.07,0,13
0.23,0.46,0.96,Low,0.34,0,Medium,0.55,0.47,0.59,0,101
0.6,0.84,0.2,Medium,0.01,0.04,Medium,0.03,0.11,0.09,0,6
0.38,0.36,0.76,Low,0.07,0.01,Low,0.26,0.19,0.62,0,39
0.47,0.26,0.72,Low,0.34,0.13,Medium,0.33,0.23,0.45,0.17,38
0.44,0.54,0.56,Low,0.17,1,Low,0.54,0.39,0.65,1,54
0.45,0.75,0.54,Medium,0.07,0.01,Medium,0.14,0.13,0.32,0,24
0.31,0.23,0.66,Low,0.13,0.05,Low,0.48,0.22,0.47,0.01,27
0.6,0.83,0.23,High,0.12,0.02,High,0.03,0.18,0.15,0,5
0.23,0.58,0.59,Low,0.04,0.03,Low,0.34,0.18,0.43,0,19
1,0.09,0.25,Low,1,0.07,Medium,0.64,1,0.89,0,63
0.38,0.42,0.65,Low,0.3,0.07,Low,0.53,0.48,0.67,0.02,51
0.46,0.55,0.46,High,0.73,0.05,High,0.07,0.06,0.11,0,15
0.52,0.71,0.38,Medium,0.01,0,Low,0.06,0.18,0.12,0,7
0.47,0.46,0.68,Low,0.03,0.15,Low,0.47,0.43,0.47,0.04,55
0.81,0.19,0.47,Low,1,0.07,Medium,0.56,0.73,0.53,0.02,62
0.27,0.28,0.94,Low,0.05,0.06,Low,0.89,0.72,0.65,0.05,36
0.46,0.53,0.65,Low,0.02,0.01,Low,0.43,0.59,0.41,0,39
0.38,0.3,0.72,Low,0.41,1,Low,0.47,0.42,0.48,0.67,73
0.59,0.86,0.18,High,0.2,0.04,High,0.03,0.16,0.1,0,5
0.44,0.53,0.73,Low,0.01,0.04,Low,0.44,0.33,0.75,0,10
0.58,0.4,0.7,Low,0.26,0.18,Low,0.37,0.43,0.47,0.01,52
1,0.01,0.27,Low,1,0.05,Medium,0.69,1,0.94,0,55
0.66,0.41,0.63,Low,0.57,0.05,Medium,0.41,0.42,0.65,0.02,46
0.38,0.41,0.74,Low,0.05,0.03,Low,0.38,0.2,0.43,0,11
0.44,0.41,0.66,Low,0.36,0,Low,0.52,0.38,0.68,0,8
0.55,0.78,0.34,Medium,0.03,0,Medium,0.09,0.13,0.34,0,2
0.2,0.46,0.7,High,0.18,0.09,High,0.14,0.03,0.13,0,17
0.28,0.34,0.43,Medium,0.08,0,Medium,0.16,0.15,0.15,0,30
0.37,0.5,0.57,Low,0.03,0.02,Low,0.51,0.31,0.8,0,43
0.29,0.61,0.76,Low,0.01,0.01,Low,0.53,0.46,0.6,0,19
0.24,0.61,0.47,Medium,0.07,0.02,Medium,0.25,0.14,0.16,0.01,37
0.33,0.57,0.36,Medium,0.06,0,Medium,0.07,0.11,0.2,0,11
0.39,0.67,0.27,Medium,0.01,0.01,Low,0.1,0.16,0.14,0,4
0.38,0.46,0.68,Low,0.02,0.1,Low,0.55,0.33,0.58,0.02,63
0.88,0.96,0.19,Medium,0.02,0.02,Medium,0.05,0.05,0.23,0,9
0.47,0.43,0.41,Low,0.14,0.01,Low,0.47,0.44,0.31,0,13
0.28,0.48,0.54,Low,0,0,Low,0.59,1,0.35,0,24
0.42,0.75,0.34,Medium,0.23,0.02,Medium,0.1,0.24,0.26,0,19
0.54,0.49,0.55,Medium,0.43,0.05,Medium,0.19,0.18,0.31,0,29
0.66,0.67,0.38,Medium,0.02,0.05,Medium,0.11,0.08,0.19,0,10
0.39,0.71,0.46,Low,0.07,0.02,Low,0.37,0.4,0.34,0,21
0.51,0.58,0.29,Medium,0.3,0.02,Medium,0.07,0.13,0.26,0,10
0.34,0.27,0.56,Low,0.08,0.03,Medium,0.16,0.12,0.3,0,17
0.36,0.61,0.47,Medium,0.16,0.03,Medium,0.08,0.03,0.13,0,7
0.21,0.35,0.71,Medium,0.18,0.01,Medium,0.15,0.12,0.18,0,24
0.66,0.13,0.63,Low,0.88,0.03,Medium,0.34,0.47,0.48,0,83
0.23,0.38,0.42,Low,0.05,0.01,Low,0.25,0.35,0.17,0,16
0.37,0.55,0.12,High,0.14,0.03,Medium,0.13,0.08,0.17,0,3
1,0.47,0.5,Low,0.85,0.13,Medium,0.73,0.88,1,0.19,91
0.4,0.38,0.77,Low,0.03,0.16,Low,0.65,0.54,0.55,0.11,35
0.43,0.52,0.57,Low,0.02,0.01,Low,0.26,0.3,0.5,0,2
0.52,0.41,0.58,Medium,0.61,0.13,Medium,0.2,0.31,0.32,0.01,22
0.46,0.72,0.43,Low,0.02,0.01,Low,0.22,0.21,0.28,0,7
0.46,0.87,0.43,Medium,0.6,0,Medium,0.29,0.17,0.27,0,60
0.39,0.39,0.91,Low,0.07,0.01,Low,0.8,0.62,0.76,0,67
0.36,0.4,0.78,Low,0.03,0.02,Low,0.34,0.46,0.43,0,21
0.57,0.85,0.27,Medium,0.11,0.01,Medium,0.07,0.16,0.24,0,11
0.41,0.47,0.54,Low,0.03,0.01,Low,0.78,0.61,0.57,0,41
0.2,0.45,0.49,Low,0.04,0,Low,0.32,0.31,0.41,0,18
0.5,0.47,0.01,Medium,0.19,0,Medium,0.51,0.02,0.51,0,5
0.24,0.27,0.63,Low,0.17,0.09,Medium,0.37,0.23,0.42,0,29
0.62,0.65,0.3,Medium,0.26,0.19,Medium,0.07,0.08,0.12,0,14
0.14,0.25,0.7,Medium,0.71,0.16,Medium,0.18,0.2,0.17,0,28
0.48,0.48,0.47,Medium,0.04,0.01,Medium,0.15,0.29,0.54,0,24
0.32,0.42,0.66,Low,0.03,0.01,Low,0.51,0.58,0.56,0,60
0.44,0.53,0.55,Low,0.01,0.03,Low,0.33,0.27,0.25,0,13
0.58,0.89,0.3,High,0.14,0.03,High,0.04,0.03,0.08,0,2
0.25,0.3,0.56,Medium,0.67,0.02,Medium,0.24,0.08,0.19,0,24
0.41,0.55,0.26,Low,0.01,0.01,Low,0.38,0.61,0.28,0,3
0.41,0.71,0.38,Medium,0.03,0.12,Medium,0.11,0.2,0.32,0,18
0.57,0.91,0.31,Medium,0.02,0,Low,0.13,0.22,0.31,0,8
0.36,0.67,0.47,Medium,0.1,0,Medium,0.08,0.1,0.09,0,6
0.81,0.53,0.31,Low,0.26,0.03,Low,1,1,0.97,0,13
0.6,0.58,0.72,Medium,0.17,0.02,High,0.1,0.06,0.17,0,11
0.34,0.51,0.62,Low,0.01,0.07,Low,0.5,0.44,0.51,0,12
0.33,0.4,0.23,Low,0.2,0.02,Low,0.57,0.39,0.36,0,11
0.43,0.58,0.35,Medium,0.09,0,Medium,0.13,0.14,0.36,0,12
0.46,0.42,0.59,Low,0.15,0.05,Low,0.36,0.2,0.44,0,17
0.45,0.84,0.36,Medium,0.02,0.01,Low,0.1,0.23,0.24,0,6
0.15,0.04,0.4,Low,0.36,0,Low,0.79,0.11,0.28,0,25
0.72,0.64,0.46,Medium,0.74,0.02,Medium,0.2,0.41,0.4,0,34
0.47,0.7,0.37,Medium,0.01,0.03,Low,0.11,0.09,0.2,0,20
0.34,0.13,0.22,Low,0.11,0.03,Low,1,0.7,0.68,0,20
0.31,0.43,0.73,Low,0.03,0.02,Low,0.34,0.13,0.23,0.01,22
0.69,0.74,0.25,Medium,0.07,0.01,Medium,0.03,0.16,0.24,0,17
0.45,0.33,0.73,Low,0.29,0,Medium,0.33,0.27,0.34,0,20
0.36,0.64,0.49,Medium,0.04,0.01,Medium,0.09,0.28,0.27,0,5
0.75,0.88,0.38,Medium,0.04,0,Medium,0.06,0.24,0.16,0,6
0.46,0.36,0.45,Low,0.24,0.07,Low,0.58,0.42,0.35,0,35
0.16,0.65,0.59,Low,0.07,0.01,Low,0.36,0.2,0.43,0,24
0.25,0.38,0.42,Low,0.12,0.02,Low,0.5,0.61,0.41,0,11
0.64,0.45,0.51,Low,0.51,0.03,Low,0.71,0.79,0.89,0.02,25
0.43,0.52,0.61,Low,0.02,0.07,Low,0.45,0.4,0.28,0,53
0.63,0.92,0.21,High,0.14,0,High,0.03,0.13,0.2,0,4
0.4,0.48,0.55,Low,0.04,0.03,Low,0.58,0.55,0.63,0,37
0.37,0.46,0.35,Low,0.07,0.01,Low,0.5,0.3,0.54,0.03,1
0.3,0.63,0.59,Low,0.03,0.02,Low,0.39,0.5,0.61,0,25
0.23,0.44,0.65,Low,0.04,0,Low,0.25,0.27,0.28,0,31
0.47,0.08,0.84,Low,0.42,0.1,Medium,0.47,0.34,0.81,0.05,101
0.27,0.33,0.63,Low,0.1,0.09,Low,0.39,0.29,0.45,0.02,44
0.49,0.53,0.61,Low,0.05,0.03,Low,0.2,0.06,0.15,0.02,12
0.28,0.49,0.64,Low,0.02,0,Low,0.55,0.85,0.45,0,42
0.59,0.25,0.39,Low,1,0.12,Medium,0.38,0.5,0.37,0,23
0.36,0.46,0.59,Low,0.03,0.06,Low,0.55,0.46,0.43,0,71
0.42,0.49,0.47,Low,0.04,0.01,Medium,0.28,0.43,0.4,0,11
0.48,0.54,0.58,Low,0.02,0.08,Low,0.74,0.5,0.76,0,62
0.45,0.49,0.32,Medium,0.47,0.06,Medium,0.04,0.18,0.14,0,7
0.44,0.59,0.38,Medium,0.03,0.01,Medium,0.11,0.23,0.12,0,13
0.16,0.12,0.36,Medium,0.84,0.14,Medium,0.27,0.24,0.3,0.08,42
0.46,0.69,0.33,Medium,0.03,0.03,Medium,0.17,0.37,0.29,0,5
0.42,0.72,0.18,High,0.07,0.02,Medium,0.05,0.04,0.09,0,2
0.49,0.8,0.13,Medium,0.05,0.01,Medium,0.03,0.26,0.21,0,5
0.21,0.17,0.65,Medium,0.7,0.04,Medium,0.17,0.35,0.35,0,19
0.42,0.36,0.66,Low,0.1,0.03,Low,0.56,0.7,0.58,0,48
0.52,0.67,0.19,Medium,0.02,0.01,Medium,0.05,0.11,0.08,0,4
0.4,0.68,0.4,Medium,0.29,0.09,Medium,0.08,0.13,0.2,0,22
0.34,0.45,0.83,Low,0.08,0.01,Low,0.38,0.24,0.46,0.01,14
0.5,0.6,0.49,Low,0.15,0.08,Medium,0.22,0.17,0.35,0,26
0.47,0.62,0.36,Medium,0.03,0,Low,0.12,0.19,0.12,0,3
0.33,0.48,0.74,Low,0.07,0.01,Low,0.46,0.26,0.66,0,9
0.3,0.52,0.39,Low,0.03,0.02,Low,0.35,0.41,0.37,0,6
0.49,0.49,0.71,Medium,0.11,0.03,Medium,0.13,0.11,0.27,0,6
0.62,0.67,0.32,Medium,0.08,0,Medium,0.04,0.07,0.2,0,3
0.46,0.62,0.49,Medium,0.09,0.03,Medium,0.19,0.26,0.35,0,28
0.46,0.65,0.5,Medium,0.02,0.02,Medium,0.13,0.18,0.2,0,7
0.54,0.61,0.45,Low,0,0,Low,0.88,0.75,0.9,0,51
0.42,0.53,0.53,Low,0.13,0.02,Low,0.56,0.57,0.53,0,29
0.37,0.39,0.54,Low,0.18,0.01,Medium,0.2,0.11,0.38,0,13
0.32,0.49,0.67,Low,0.07,0.01,Low,0.21,0.14,0.26,0,11
0.28,0.51,0.6,Medium,0.02,0.04,Low,0.25,0.35,0.27,0,10
0.4,0.44,0.59,Low,0.1,0.44,Low,0.28,0.12,0.42,0.06,22
1,0.25,0,Low,0.31,0.01,Low,1,0.16,0.57,0,3
0.41,0.41,0.7,Low,0.01,0,Low,0.98,0.6,0.82,0.03,101
0.73,0.46,0.52,Medium,0.78,0.09,Medium,0.2,0.27,0.34,0.02,25
0.24,0.41,0.74,Low,0.13,0.04,Low,0.34,0.11,0.42,0.02,14
0.34,0.68,0.4,Low,0.01,0.02,Low,0.24,0.43,0.42,0,11
0.29,0.37,0.56,Low,0.04,0,Low,0.89,0.46,0.66,0,13
0.53,0.61,0.27,Medium,0.56,0.13,Medium,0.08,0.18,0.24,0,7
0.25,0.38,0.61,Medium,0.12,0.01,Medium,0.06,0.26,0.28,0,13
0.4,0.63,0.36,Medium,0.06,0,Medium,0.13,0.15,0.39,0,7
0.54,0.79,0.21,Medium,0.04,0,Medium,0.09,0.43,0.38,0,23
0.33,0.31,0.25,Low,0.08,0.01,Low,0.88,0.47,0.48,0,16
0.45,0.69,0.33,Medium,0.07,0.02,Medium,0.15,0.12,0.22,0,4
0.32,0.33,0.56,Low,0.09,0.05,Low,0.96,0.38,0.65,0,31
0.34,0.59,0.55,Low,0.01,0,Low,0.35,0.59,0.32,0,3
0.59,0.66,0.43,Medium,0.14,0.03,Medium,0.12,0.12,0.14,0,6
0.54,0.79,0.27,Medium,0.09,0.01,Medium,0.09,0.06,0.27,0,3
0.51,0.75,0.45,High,0.16,0.01,High,0.07,0.09,0.21,0,3
0.51,0.61,0.49,Medium,0.06,0.01,Medium,0.14,0.09,0.24,0,8
0.12,0.62,0.72,Medium,0.09,0,Medium,0.13,0.09,0.19,0.01,27
0.19,0.27,0.7,Low,0.04,0.02,Low,0.45,0.18,0.58,0,101
0.58,0.41,0.45,Low,0.46,0.05,Low,0.34,0.55,0.58,0,36
0.32,0.77,0.48,Low,0.04,0.04,Medium,0.21,0.18,0.25,0,9
0.44,0.79,0.32,Medium,0.13,0.03,Medium,0.03,0.3,0.16,0,4
0.51,0.81,0.27,Medium,0.03,0.01,Medium,0.13,0.46,0.32,0,3
0.47,0.86,0.18,Medium,0.04,0.03,Low,0.06,0.2,0.19,0,4
0.14,0.75,0.49,Medium,0.07,0,Medium,0.09,0.06,0.13,0,12
0.73,0.37,0.46,Low,0.25,0.02,Low,0.33,0.36,0.51,0,30
0.29,0.5,0.52,Low,0.05,0.02,Low,0.64,0.43,0.8,0,80
0.38,0.49,0.56,Medium,0.36,0.05,High,0.17,0.11,0.18,0,14
0.46,0.62,0.27,High,0.55,0.08,High,0.06,0.15,0.19,0.01,3
0.63,0.83,0.23,Medium,0.02,0,Medium,0.06,0.3,0.09,0,2
0.58,0.56,0.53,Medium,0.12,0.15,Low,0.19,0.18,0.27,0.01,24
0.59,0.34,0.77,Low,1,0.02,Medium,0.5,0.48,0.69,0.11,101
0.77,0.68,0.44,Medium,0.55,0.04,High,0.12,0.27,0.31,0,34
0.46,0.57,0.61,Low,0.04,0.12,Low,0.35,0.35,0.59,0.06,59
0.31,0.7,0.61,Low,0.11,0.05,Medium,0.24,0.26,0.22,0.03,19
0.8,0.33,0.47,Low,0.75,0.16,Medium,0.41,0.81,0.74,0.2,51
0.32,0.56,0.68,Low,0.01,0.01,Low,0.46,0.64,0.29,0,41
0.59,0.58,0.56,Low,0.02,0.04,Low,0.4,0.19,0.46,0,35
0.47,0.6,0.46,Medium,0.01,0.02,Low,0.14,0.16,0.15,0,6
0.47,0.89,0.22,High,0.2,0.03,High,0.02,0.03,0.12,0,5
0.38,0.26,0.25,Medium,0.47,0.06,Medium,0.68,0.07,0.32,0,7
0.55,0.85,0.35,Medium,0.03,0,Medium,0.07,0.13,0.23,0,5
0.36,0.54,0.55,Low,0.01,0,Low,0.48,0.26,0.51,0,6
0.46,0.66,0.23,Medium,0.03,0,Low,0.04,0.09,0.21,0,2
0.73,0.5,0.33,Low,0.27,0.06,Low,0.8,0.93,0.65,0.01,32
0.31,0.31,0.74,Low,0.02,0,Low,0.58,0.66,0.48,0,63
0.54,0.38,0.41,Low,0.18,0.06,Low,0.45,0.16,0.45,0,21
0.37,0.37,0.63,Low,0.02,0.04,Low,0.62,0.58,0.54,0,61
0.44,0.5,0.9,Low,0.02,0.06,Low,0.57,0.31,0.9,0,98
0.72,0.62,0.42,Low,0.02,0.02,Low,0.76,0.83,0.67,0,29
0.28,0.56,0.39,Medium,0.06,0.01,Medium,0.15,0.3,0.21,0,14
0.78,0.56,0.38,Low,0.85,0,Low,1,1,1,0,8
0.26,0.48,0.6,Low,0.03,0.01,Low,0.33,0.57,0.2,0,27
0.5,0.74,0.39,Medium,0.02,0.02,Low,0.12,0.2,0.28,0,8
0.97,0.48,0.21,Low,0.63,0.02,Low,1,1,1,0.02,30
0.51,0.61,0.54,Low,0.09,0.01,Low,0.49,0.57,0.47,0.01,5
0.48,0.43,0.54,Low,0.03,0.05,Low,0.43,0.57,0.44,0,86
0.2,0.47,0.85,Low,0.12,0.07,Medium,0.34,0.26,0.26,0.02,77
0.37,0.21,0.68,Low,0.48,0.23,Medium,0.27,0.25,0.31,0,18
0.32,0.34,0.38,Low,0.36,0.12,Low,0.7,0.17,0.41,0.02,66
0.27,0.59,0.52,Low,0.88,0.03,Medium,0.37,0.39,0.48,0,55
0.71,0.47,0.51,Low,0.32,0.04,Low,0.57,0.65,0.61,0,37
0.69,0.88,0.24,Medium,0.02,0.01,Medium,0.05,0.11,0.12,0,14
0.73,0.87,0.29,Medium,0.03,0.01,Medium,0.01,0.03,0.17,0,19
0.21,0.16,0.75,Low,0.21,0.05,Medium,0.37,0.24,0.31,0.02,36
0.38,0.56,0.41,Medium,0.08,0.02,Medium,0.1,0.06,0.18,0,7
0.47,0.56,0.52,Low,0.01,0.01,Low,0.54,0.59,0.48,0,29
0.22,0.25,0.22,Medium,0.4,0.05,Medium,0.42,0.11,0.24,0.01,29
0.47,0.59,0.48,Medium,0,0.01,Low,0.19,0.32,0.22,0,9
0.18,0.47,0.27,Low,0.08,0.01,Low,0.52,0.45,0.44,0,15
0.27,0.68,0.53,Low,0.03,0.02,Low,0.29,0.22,0.48,0,11
0.54,0.63,0.45,Medium,0.04,0,Low,0.09,0.27,0.18,0,7
0.53,0.65,0.44,High,0.14,0.07,High,0.05,0.05,0.14,0,7
0.36,0.56,0.68,Low,0.02,0.04,Low,0.6,0.39,0.38,0,49
0.33,0.47,0.67,Low,0.03,0.02,Low,0.24,0.33,0.35,0,10
0.53,0.48,0.46,Medium,0.4,0.11,Medium,0.19,0.26,0.27,0,20
0.79,0.6,0.43,Medium,0.71,0.14,Medium,0.19,0.22,0.28,0,27
0.29,0.67,0.31,Medium,0.02,0.01,Low,0.16,0.14,0.22,0,3
0.53,0.9,0.13,Medium,0.03,0.02,Medium,0.02,0.17,0.12,0,9
0.49,0.59,0.57,Medium,0.13,0.06,Medium,0.17,0.14,0.29,0.03,23
0.21,0.29,0.29,High,0.74,0.07,Medium,0.22,0.1,0.27,0,21
0.52,0.65,0.28,Medium,0.11,0.01,Medium,0.06,0.12,0.1,0,4
0.7,0.84,0.19,Medium,0.06,0,Medium,0.06,0.11,0.14,0,4
0.31,0.36,0.13,Low,0.11,0.01,Low,0.61,0.34,0.2,0,3
0.37,0.45,0.33,Low,0.04,0.03,Low,0.44,0.39,0.44,0,12
0.39,0.53,0.45,Medium,0.11,0.01,Medium,0.1,0.08,0.12,0,9
0.64,0.16,0.23,Low,0.03,0.01,Low,0.29,0.15,0.15,0,25
0.37,0.42,0.56,Low,0.06,0.04,Medium,0.31,0.44,0.45,0.02,23
0.4,0.54,0.54,Low,0.05,0.01,Low,0.5,0.45,0.51,0,51
0.29,0.26,0.73,Low,0.04,0.04,Low,0.41,0.46,0.23,0,27
0.44,0.7,0.33,Medium,0.03,0.02,Low,0.11,0.26,0.21,0,10
0.48,0.67,0.32,Medium,0.02,0.01,Medium,0.08,0.22,0.31,0,3
0.32,0.43,0.43,Medium,0.04,0.02,Medium,0.22,0.24,0.32,0,56
0.43,0.49,0.3,Medium,0.1,0.01,Medium,0.34,0.11,0.31,0,19
0.62,0.78,0.32,High,0.3,0.1,High,0.04,0.04,0.12,0,10
0.53,0.55,0.49,Medium,0.05,0.03,Medium,0.09,0.13,0.32,0,10
0.54,0.4,0.6,Medium,0.72,0.16,Medium,0.25,0.31,0.37,0.04,47
0.29,0.26,0.34,Medium,0.77,0.01,Medium,0.14,0.2,0.3,0,5
0.49,0.61,0.22,Medium,0.01,0.01,Low,0.18,0.25,0.16,0,8
0.34,0.47,0.74,Low,0.06,0.68,Low,0.4,0.24,0.46,0.22,101
0.85,0.98,0.04,High,0.09,0,High,0.03,0.19,0.11,0,5
0.69,0.72,0.35,Medium,0.01,0,Low,0.14,0.27,0.19,0,5
0.34,0.64,0.46,Medium,0.06,0.01,Medium,0.08,0.25,0.08,0,14
0.32,0.39,0.49,Medium,0.28,0.04,High,0.21,0.22,0.33,0,17
0.61,0.29,0.2,Low,0.43,0.04,Low,0.57,0.1,0.43,0,5
0.5,0.75,0.46,Medium,0.05,0,Medium,0.11,0.09,0.15,0,13
0.35,0.7,0.2,Medium,0.22,0.08,Medium,0.08,0.2,0.21,0,10
0.41,0.4,0.4,Low,0.06,0,Low,0.97,0.47,1,0,54
0.47,0.57,0.53,Low,0.04,0.06,Low,0.4,0.16,0.37,0,15
0.25,0.57,0.55,Medium,0.13,0.19,Medium,0.14,0.09,0.24,0,11
0.11,0.57,0.71,Low,0.1,0,Medium,0.3,0.28,0.28,0,46
0.42,0.82,0.36,High,0.13,0.01,High,0.02,0.11,0.12,0,4
0.53,0.48,0.31,Medium,0.01,0.01,Medium,0.14,0.36,0.49,0,29
0.36,0.44,0.3,Medium,0.33,0.06,Medium,0.14,0.29,0.33,0,16
0.45,0.6,0.46,Low,0.04,0,Low,0.61,0.68,0.56,0,40
0.28,0.51,0.52,Low,0.02,0.01,Low,0.39,0.23,0.35,0,4
0.29,0.44,0.61,Medium,0.79,0.06,Medium,0.2,0.2,0.27,0.04,24
0.44,0.58,0.55,Low,0.02,0,Low,0.48,0.45,0.54,0,11
0.25,0.58,0.52,Low,0.03,0.02,Low,0.58,0.36,0.95,0,23
0.58,0.6,0.49,Medium,0.27,0.04,High,0.11,0.11,0.16,0,27
0.51,0.79,0.21,Medium,0.03,0.01,Medium,0.1,0.23,0.27,0,4
0.56,0.42,0.68,Low,0.22,0.02,Low,0.37,0.3,0.61,0.02,44
0.33,0.57,0.62,High,0.21,0.03,High,0.11,0.07,0.12,0,12
0.7,0.93,0.18,Medium,0.19,0.02,Medium,0.06,0.25,0.25,0,11
0.3,0.36,0.46,Medium,0.09,0.01,Medium,0.14,0.12,0.06,0,4
0.52,0.62,0.23,High,0.12,0.02,Medium,0.06,0.13,0.24,0,8
0.54,0.64,0.43,Medium,0.51,0.02,Medium,0.17,0.3,0.32,0,17
0.49,0.67,0.31,High,0.15,0,High,0.03,0.06,0.11,0,7
0.43,0.55,0.55,Low,0.09,0.03,Low,0.38,0.27,0.24,0,19
0.55,0.66,0.38,Medium,0.05,0,Medium,0.1,0.14,0.21,0,7
0.35,0.48,0.52,Low,0.03,0.01,Low,0.44,0.24,0.53,0,21
0.53,0.41,0.62,Low,0.11,0.01,Low,0.36,0.37,0.25,0,15
0.16,0.42,0.47,Medium,0.12,0.02,Low,0.16,0.09,0.14,0,16
0.49,0.77,0.24,High,0.24,0.02,High,0.06,0.13,0.11,0,5
0.73,0.69,0.46,Medium,0.08,0.03,Medium,0.17,0.26,0.33,0,17
0.27,0.22,0.71,Low,0.08,0.57,Low,0.65,0.35,0.51,0.05,65
1,0.93,0.16,High,0.98,0.03,High,0.09,0.16,0.23,0,21
0.32,0.27,0.35,Low,0.04,0.06,Low,0.71,0.32,0.41,0.02,66
0.67,0.38,0.31,Low,0.18,0.02,Low,0.31,0.13,0.51,0,18
0.28,0.38,0.37,Medium,0.3,0.03,High,0.09,0.07,0.03,0,15
0.55,0.66,0.24,Medium,0.03,0,Medium,0.14,0.33,0.41,0,28
0.36,0.55,0.74,Low,0.01,0.01,Low,0.37,0.58,0.74,0,13
0.36,0.45,0.32,Low,0.04,0.01,Low,0.66,0.45,0.63,0,75
0.41,0.52,0.66,Medium,0.46,0,Medium,0.39,0.24,0.32,0,74
0.52,0.16,0.34,Medium,1,0.01,Medium,0.3,0.76,0.48,0,25
0.7,0.48,0.71,Low,0.01,0.04,Low,1,0.6,1,0,101
0.68,0.9,0.43,Low,0.01,0,Low,0.21,0.43,0.34,0,4
0,0.01,0.7,Low,0.87,0.04,Medium,0.29,0.2,0.45,0.33,101
0.36,0.56,0.52,Low,0.01,0.03,Low,0.52,0.41,0.7,0,22
0.46,0.43,0.61,Low,0.08,0.27,Low,0.49,0.39,0.45,0.04,26
0.29,0.64,0.66,Low,0.01,0.01,Low,0.27,0.51,0.37,0,27
0.32,0.34,0.44,Low,0.1,0.11,Low,0.71,0.39,0.44,0.03,52
0.4,0.56,0.37,Low,0.01,0,Low,0.18,0.2,0.16,0,2
0.55,0.87,0.24,Medium,0.1,0.01,Medium,0.06,0.22,0.22,0,4
0.62,0.94,0.1,Medium,0.02,0.01,Medium,0.05,0.11,0.16,0,2
0.7,0.66,0.6,Medium,0.06,0.03,Low,0.22,0.22,0.3,0,17
0.43,0.51,0.67,Low,0.1,0.17,Low,0.56,0.34,0.51,0.12,53
0.75,0.63,0.35,Medium,0.1,0.03,Medium,0.15,0.1,0.23,0,11
0.4,0.58,0.69,Low,0.07,0.01,Medium,0.15,0.17,0.22,0,25
0.37,0.48,0.63,Low,0.02,0,Low,0.39,0.68,0.34,0,31
0.39,0.35,0.83,Low,0.07,0.8,Low,0.76,0.43,0.99,0.24,70
0.63,0.8,0.24,High,0.3,0,Medium,0.06,0.08,0.25,0,10
0.29,0.64,0.55,Low,0.02,0.01,Low,0.29,0.36,0.36,0,23
0.69,0.39,0.54,Medium,0.6,0.06,Medium,0.32,0.37,0.57,0.04,66
0.44,0.74,0.22,Medium,0.19,0.06,Medium,0.09,0.36,0.25,0,18
0.56,0.71,0.28,Medium,0.03,0,Medium,0.15,0.17,0.49,0,10
0.41,0.01,0.89,Low,0.26,0.02,Medium,0.62,0.31,0.54,0.01,78
0.49,0.47,0.77,Low,0.07,0,Low,0.63,0.99,0.55,0,34
0.41,0.19,0.44,Low,0.74,0.24,Low,0.61,0.57,0.61,0.1,39
0.28,0.47,0.66,Low,0.07,0.02,Low,0.33,0.49,0.32,0,8
0.47,0.46,0.62,Low,0.04,0.01,Low,0.23,0.21,0.16,0,20
