Date,Month,Year,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
11/30/2022,11,2022,STARBUCKS STORE 05638,STARBUCKS STORE 05638,18.9,debit,Coffee Shops,CREDIT CARD,,
11/30/2022,11,2022,SEAWORLD SAN DIEGO,SEAWORLD SAN DIEGO,32.32,debit,Travel,CREDIT CARD,,
11/30/2022,11,2022,SEAWORLD-MRCHDSE,SEAWORLD-MRCHDSE,9.69,debit,Travel,CREDIT CARD,,
11/30/2022,11,2022,SQ *DANIEL'S COFFEE CART,SQ *DANIEL'S COFFEE CART,9.25,debit,Coffee Shops,CREDIT CARD,,
11/30/2022,11,2022,ACE PARKING 1473,ACE PARKING 1473,25,debit,Parking,CREDIT CARD,,
11/29/2022,11,2022,VONS #2364,VONS #2364,18.94,debit,Groceries,CREDIT CARD,,
11/29/2022,11,2022,TST* THE ORIGINAL 40 BREW,TST* THE ORIGINAL 40 BREW,92.6,debit,Restaurants,CREDIT CARD,,
11/29/2022,11,2022,SEAWORLD SAN DIEGO,SEAWORLD SAN DIEGO,169.96,debit,Travel,CREDIT CARD,,
11/29/2022,11,2022,TST* Coffee Cup Cafe,TST* Coffee Cup Cafe,63.8,debit,Restaurants,CREDIT CARD,,
11/28/2022,11,2022,TST* BETTER BUZZ LA JOLLA,TST* BETTER BUZZ LA JOLLA,12.7,debit,Restaurants,CREDIT CARD,,
11/28/2022,11,2022,SD ZOO CANYON CAFE,SD ZOO CANYON CAFE,33.38,debit,Restaurants,CREDIT CARD,,
11/28/2022,11,2022,SD ZOO SAFARI KITCHEN,SD ZOO SAFARI KITCHEN,20.48,debit,Amusement,CREDIT CARD,,
11/28/2022,11,2022,LAZ PARKING 140477,LAZ PARKING 140477,5,debit,Parking,CREDIT CARD,,
11/28/2022,11,2022,SD ZOO SKYWEST,SD ZOO SKYWEST,12.48,debit,Amusement,CREDIT CARD,,
11/28/2022,11,2022,SD ZOO CANYON CAFE,SD ZOO CANYON CAFE,29.07,debit,Restaurants,CREDIT CARD,,
11/28/2022,11,2022,SD ZOO ELPODY FS1118,SD ZOO ELPODY FS1118,29.07,debit,Amusement,CREDIT CARD,,
11/28/2022,11,2022,SQ *ONLY COCONUT CALIFORN,SQ *ONLY COCONUT CALIFORN,16.2,debit,Restaurants,CREDIT CARD,,
11/28/2022,11,2022,SD ZOO CANYON CAFE,SD ZOO CANYON CAFE,11.63,debit,Restaurants,CREDIT CARD,,
11/28/2022,11,2022,SD ZOO TREEHOUSEFS,SD ZOO TREEHOUSEFS,14.54,debit,Amusement,CREDIT CARD,,
11/28/2022,11,2022,SD ZOO ZOO STORE,SD ZOO ZOO STORE,10.72,debit,Amusement,CREDIT CARD,,
11/28/2022,11,2022,"PARKWHIZ, INC.","PARKWHIZ, INC.",20.75,debit,Parking,CREDIT CARD,,
11/28/2022,11,2022,SQ *BOBBOI NATURAL GELATO,SQ *BOBBOI NATURAL GELATO,21.3,debit,Restaurants,CREDIT CARD,,
11/27/2022,11,2022,SAFEWAY #1230,SAFEWAY #1230,37.58,debit,Groceries,CREDIT CARD,,
11/27/2022,11,2022,TARGET        00033027,TARGET        00033027,91.75,debit,Shopping,CREDIT CARD,,
11/27/2022,11,2022,STARBUCKS STORE 20089,STARBUCKS STORE 20089,9.7,debit,Coffee Shops,CREDIT CARD,,
11/27/2022,11,2022,STARBUCKS STORE 23916,STARBUCKS STORE 23916,3.7,debit,Coffee Shops,CREDIT CARD,,
11/27/2022,11,2022,ALASKA AIR  0272318033123,ALASKA AIR  0272318033123,30,debit,Air Travel,CREDIT CARD,,
11/27/2022,11,2022,SP LITTLE SLEEPIES,SP LITTLE SLEEPIES,25.4,debit,Clothing,CREDIT CARD,,
11/27/2022,11,2022,USS MIDWAY MUSEUM,USS MIDWAY MUSEUM,19,debit,Arts,CREDIT CARD,,
11/27/2022,11,2022,STARBUCKS STORE 23916,STARBUCKS STORE 23916,11.65,debit,Coffee Shops,CREDIT CARD,,
11/27/2022,11,2022,TST* SAN DIEGO BURGER COM,TST* SAN DIEGO BURGER COM,36.96,debit,Restaurants,CREDIT CARD,,
11/27/2022,11,2022,TARGET        00033027,TARGET        00033027,23.25,debit,Shopping,CREDIT CARD,,
11/27/2022,11,2022,SANTA'S WORKSHOP,SANTA'S WORKSHOP,20.32,debit,Restaurants,CREDIT CARD,,
11/27/2022,11,2022,ALASKA AIR  0272318033122,ALASKA AIR  0272318033122,30,debit,Air Travel,CREDIT CARD,,
11/27/2022,11,2022,USS MIDWAY MUSEUM,USS MIDWAY MUSEUM,52,debit,Arts,CREDIT CARD,,
11/27/2022,11,2022,TST* SAN DIEGO BURGER COM,TST* SAN DIEGO BURGER COM,6.32,debit,Restaurants,CREDIT CARD,,
11/25/2022,11,2022,SP LITTLE SLEEPIES,SP LITTLE SLEEPIES,46.2,debit,Clothing,CREDIT CARD,,
11/24/2022,11,2022,OMSI EXHIBIT,OMSI EXHIBIT,37.79,debit,Restaurants,CREDIT CARD,,
11/24/2022,11,2022,GOOGLE *YouTube TV,GOOGLE *YouTube TV,84.98,debit,Television,CREDIT CARD,,
11/24/2022,11,2022,FRED MEYER 0661,FRED MEYER 0661,74.2,debit,Groceries,CREDIT CARD,,
11/24/2022,11,2022,THE MEATING PLACE,THE MEATING PLACE,50.7,debit,Groceries,CREDIT CARD,,
11/24/2022,11,2022,76 - PLAID PANTRY 206,76 - PLAID PANTRY 206,71.54,debit,Gas & Fuel,CREDIT CARD,,
11/23/2022,11,2022,JIMMY JOHNS - 1773,JIMMY JOHNS - 1773,11.9,debit,Restaurants,CREDIT CARD,,
11/23/2022,11,2022,FRED MEYER 0482,FRED MEYER 0482,6.68,debit,Groceries,CREDIT CARD,,
11/23/2022,11,2022,SP LITTLE SLEEPIES,SP LITTLE SLEEPIES,28,debit,Clothing,CREDIT CARD,,
11/22/2022,11,2022,SAFEWAY #1230,SAFEWAY #1230,23.98,debit,Groceries,CREDIT CARD,,
11/22/2022,11,2022,FRED MEYER 0375,FRED MEYER 0375,199.27,debit,Groceries,CREDIT CARD,,
11/22/2022,11,2022,SP LITTLE SLEEPIES,SP LITTLE SLEEPIES,95.2,debit,Clothing,CREDIT CARD,,
11/22/2022,11,2022,FRED-MEYER #0375,FRED-MEYER #0375,2.95,debit,Groceries,CREDIT CARD,,
11/22/2022,11,2022,Www Omsi Edu,WWW.OMSI.EDU,14,debit,Uncategorized,CREDIT CARD,,
11/22/2022,11,2022,HEALTHY PAWS PET INSURAN,HEALTHY PAWS PET INSURAN,72.4,debit,Pets,CREDIT CARD,,
11/21/2022,11,2022,TST* Thirsty Lion Gastrop,TST* Thirsty Lion Gastrop,50.22,debit,Restaurants,CREDIT CARD,,
11/21/2022,11,2022,CHICK-FIL-A #03984,CHICK-FIL-A #03984,28.8,debit,Fast Food,CREDIT CARD,,
11/21/2022,11,2022,NikePOS_US,NikePOS_US,170.65,debit,Clothing,CREDIT CARD,,
11/21/2022,11,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,40,debit,Pets,CREDIT CARD,,
11/21/2022,11,2022,AMZN Mktp US*HI4R82KH1,AMZN Mktp US*HI4R82KH1,13.59,debit,Shopping,CREDIT CARD,,
11/21/2022,11,2022,STARBUCKS 800-782-7282,STARBUCKS 800-782-7282,25,debit,Coffee Shops,CREDIT CARD,,
11/21/2022,11,2022,AMZN Mktp US*HI9TS8YX0,AMZN Mktp US*HI9TS8YX0,5,debit,Shopping,CREDIT CARD,,
11/21/2022,11,2022,Amazon.com*HI4J43YP0,Amazon.com*HI4J43YP0,20.88,debit,Shopping,CREDIT CARD,,
11/20/2022,11,2022,Microsoft G016137293,Microsoft G016137293,21.55,debit,Electronics & Software,CREDIT CARD,,
11/20/2022,11,2022,INTEL RA3 CAFE,INTEL RA3 CAFE,6.79,debit,Business Services,CREDIT CARD,,
11/20/2022,11,2022,WHOLEFDS TAN 10327,WHOLEFDS TAN 10327,33.91,debit,Groceries,CREDIT CARD,,
11/18/2022,11,2022,CHIPOTLE ONLINE,CHIPOTLE ONLINE,43.52,debit,Fast Food,CREDIT CARD,,
11/18/2022,11,2022,JIMMY JOHNS - 1510 - E,JIMMY JOHNS - 1510 - E,24.67,debit,Restaurants,CREDIT CARD,,
11/18/2022,11,2022,DTV*NFLSUNDAYTICKET.TV,DTV*NFLSUNDAYTICKET.TV,28.24,debit,Entertainment,CREDIT CARD,,
11/17/2022,11,2022,Amazon.com*HI6134PV0,Amazon.com*HI6134PV0,7.99,debit,Shopping,CREDIT CARD,,
11/17/2022,11,2022,GOOGLE *YouTubePremium,GOOGLE *YouTubePremium,11.99,debit,Television,CREDIT CARD,,
11/17/2022,11,2022,FRED MEYER 0143,FRED MEYER 0143,62.59,debit,Groceries,CREDIT CARD,,
11/17/2022,11,2022,AMZN Mktp US*HI41P61C0,AMZN Mktp US*HI41P61C0,26.97,debit,Shopping,CREDIT CARD,,
11/16/2022,11,2022,WWW.OBRA.ORG,WWW.OBRA.ORG,42,debit,Sports,CREDIT CARD,,
11/16/2022,11,2022,Amazon.com*HI2CM5CE1,Amazon.com*HI2CM5CE1,24.94,debit,Shopping,CREDIT CARD,,
11/15/2022,11,2022,SP THE WOOBLES,SP THE WOOBLES,36.91,debit,Shopping,CREDIT CARD,,
11/15/2022,11,2022,Amazon.com*HB5G52AC2,Amazon.com*HB5G52AC2,16.94,debit,Shopping,CREDIT CARD,,
11/15/2022,11,2022,SAN DIEGO ZOO WEB STR,SAN DIEGO ZOO WEB STR,132,debit,Entertainment,CREDIT CARD,,
11/15/2022,11,2022,Amazon.com*HI2Y46C60,Amazon.com*HI2Y46C60,6.29,debit,Shopping,CREDIT CARD,,
11/14/2022,11,2022,FRED MEYER 0482,FRED MEYER 0482,203.17,debit,Groceries,CREDIT CARD,,
11/14/2022,11,2022,CSC SERVICEWORK,CSC SERVICEWORK,2,debit,Misc Expenses,CREDIT CARD,,
11/14/2022,11,2022,AMZN Mktp US*HB21T7DP1,AMZN Mktp US*HB21T7DP1,15.99,debit,Shopping,CREDIT CARD,,
11/14/2022,11,2022,CSC SERVICEWORK,CSC SERVICEWORK,2,debit,Misc Expenses,CREDIT CARD,,
11/14/2022,11,2022,Amazon.com*HB41N9DR1,Amazon.com*HB41N9DR1,29.99,debit,Shopping,CREDIT CARD,,
11/14/2022,11,2022,FRED MEYER 0482,FRED MEYER 0482,14.99,debit,Groceries,CREDIT CARD,,
11/14/2022,11,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,40,debit,Pets,CREDIT CARD,,
11/14/2022,11,2022,APPLE.COM/BILL,APPLE.COM/BILL,9.99,debit,Electronics & Software,CREDIT CARD,,
11/13/2022,11,2022,Amazon.com*HB6CE77D0,Amazon.com*HB6CE77D0,9.2,debit,Shopping,CREDIT CARD,,
11/13/2022,11,2022,OREGON ZOO,OREGON ZOO,79.2,debit,Entertainment,CREDIT CARD,,
11/13/2022,11,2022,INTEL RA4 CAFE,INTEL RA4 CAFE,6,debit,Business Services,CREDIT CARD,,
11/13/2022,11,2022,Prime Video*H262X7U22,Prime Video*H262X7U22,8.99,debit,Movies & DVDs,CREDIT CARD,,
11/13/2022,11,2022,WASHINGTON PARK MOBILE,WASHINGTON PARK MOBILE,6.1,debit,Newspapers & Magazines,CREDIT CARD,,
11/13/2022,11,2022,COSTCO WHSE #0009,COSTCO WHSE #0009,161.29,debit,Shopping,CREDIT CARD,,
11/13/2022,11,2022,APPLE.COM/BILL,APPLE.COM/BILL,9.99,debit,Electronics & Software,CREDIT CARD,,
11/13/2022,11,2022,COSTCO GAS #0009,COSTCO GAS #0009,57.05,debit,Gas & Fuel,CREDIT CARD,,
11/13/2022,11,2022,NOODLES & CO 810,NOODLES & CO 810,27.75,debit,Restaurants,CREDIT CARD,,
11/13/2022,11,2022,FRED MEYER 0661,FRED MEYER 0661,78.44,debit,Groceries,CREDIT CARD,,
11/11/2022,11,2022,QDOBA 2244 OLO,QDOBA 2244 OLO,41.11,debit,Fast Food,CREDIT CARD,,
11/11/2022,11,2022,CHEWY.COM,CHEWY.COM,107.06,debit,Pet Food & Supplies,CREDIT CARD,,
11/11/2022,11,2022,CHIPOTLE ONLINE,CHIPOTLE ONLINE,42.12,debit,Fast Food,CREDIT CARD,,
11/11/2022,11,2022,APPLE.COM/BILL,APPLE.COM/BILL,2.99,debit,Electronics & Software,CREDIT CARD,,
11/9/2022,11,2022,STATE FARM  INSURANCE,STATE FARM  INSURANCE,156.04,debit,Auto Insurance,CREDIT CARD,,
11/9/2022,11,2022,Amazon.com*H22S86JO2,Amazon.com*H22S86JO2,25.99,debit,Shopping,CREDIT CARD,,
11/9/2022,11,2022,ZIPLY FIBER * INTERNET,ZIPLY FIBER * INTERNET,266.36,debit,Internet,CREDIT CARD,,
11/9/2022,11,2022,SAFEWAY #1230,SAFEWAY #1230,5.99,debit,Groceries,CREDIT CARD,,
11/8/2022,11,2022,FRED MEYER,FRED MEYER,190.82,debit,Groceries,CREDIT CARD,,
11/8/2022,11,2022,TST* Killer Burger - Tana,TST* Killer Burger - Tana,44.88,debit,Restaurants,CREDIT CARD,,
11/7/2022,11,2022,STARBUCKS 800-782-7282,STARBUCKS 800-782-7282,15.75,debit,Coffee Shops,CREDIT CARD,,
11/7/2022,11,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,520,debit,Pets,CREDIT CARD,,
11/7/2022,11,2022,WWW.OBRA.ORG,WWW.OBRA.ORG,42,debit,Sports,CREDIT CARD,,
11/7/2022,11,2022,Peacock 384DF Premium,Peacock 384DF Premium,4.99,debit,Entertainment,CREDIT CARD,,
11/7/2022,11,2022,CHICK-FIL-A #03984,CHICK-FIL-A #03984,25.76,debit,Fast Food,CREDIT CARD,,
11/6/2022,11,2022,APPLE.COM/BILL,APPLE.COM/BILL,9.99,debit,Electronics & Software,CREDIT CARD,,
11/6/2022,11,2022,UBER   EATS,UBER   EATS,44.96,debit,Food Delivery,CREDIT CARD,,
11/6/2022,11,2022,SQ *FARBER SWIM SCHOOL,SQ *FARBER SWIM SCHOOL,12,debit,Kids Activities,CREDIT CARD,,
11/6/2022,11,2022,TARGET.COM  *,TARGET.COM  *,34.49,debit,Shopping,CREDIT CARD,,
11/4/2022,11,2022,PAYPAL *FARBERSWIM,PAYPAL *FARBERSWIM,36.5,debit,Shopping,CREDIT CARD,,
11/4/2022,11,2022,Amazon.com*H29XZ2AA1,Amazon.com*H29XZ2AA1,64.99,debit,Shopping,CREDIT CARD,,
11/4/2022,11,2022,76 - PLAID PANTRY 206,76 - PLAID PANTRY 206,78.12,debit,Gas & Fuel,CREDIT CARD,,
11/4/2022,11,2022,AMZN Mktp US*H22OB4PB0,AMZN Mktp US*H22OB4PB0,11.99,debit,Shopping,CREDIT CARD,,
11/4/2022,11,2022,AMZN Mktp US*H06EL5H12,AMZN Mktp US*H06EL5H12,15.99,debit,Shopping,CREDIT CARD,,
11/3/2022,11,2022,AIRBNB  HMK2BEBTTW,AIRBNB  HMK2BEBTTW,1385.75,debit,Hotel,CREDIT CARD,,
11/3/2022,11,2022,AMZN Mktp US*H261M5LH1,AMZN Mktp US*H261M5LH1,16.99,debit,Shopping,CREDIT CARD,,
11/3/2022,11,2022,Amazon.com*H25HP10P0,Amazon.com*H25HP10P0,14.64,debit,Shopping,CREDIT CARD,,
11/2/2022,11,2022,AMZN Mktp US*H29BD8NP0,AMZN Mktp US*H29BD8NP0,16.99,debit,Shopping,CREDIT CARD,,
11/2/2022,11,2022,THE ATHLETIC,THE ATHLETIC,1,debit,Gym,CREDIT CARD,,
11/2/2022,11,2022,SQ *SMITH TEAMAKER WA,SQ *SMITH TEAMAKER WA,19.19,debit,Restaurants,CREDIT CARD,,
11/2/2022,11,2022,PORTLAND GENERAL ELECTRIC,PORTLAND GENERAL ELECTRIC,161.95,debit,Utilities,CREDIT CARD,,
11/2/2022,11,2022,Amazon.com*H02H12AL2,Amazon.com*H02H12AL2,21.66,debit,Shopping,CREDIT CARD,,
11/2/2022,11,2022,CKO*Patreon* Membership,CKO*Patreon* Membership,5.28,debit,Gym,CREDIT CARD,,
11/1/2022,11,2022,Amazon.com*H01SW42O1,Amazon.com*H01SW42O1,27.42,debit,Shopping,CREDIT CARD,,
11/1/2022,11,2022,FRED MEYER,FRED MEYER,166.24,debit,Groceries,CREDIT CARD,,
11/1/2022,11,2022,APPLE.COM/BILL,APPLE.COM/BILL,15.99,debit,Electronics & Software,CREDIT CARD,,
11/1/2022,11,2022,AT&T,ATT*BILL PAYMENT,233.96,debit,Mobile Phone,CREDIT CARD,,
11/1/2022,11,2022,HARDCORELAB,HARDCORELAB,39.95,debit,Restaurants,CREDIT CARD,,
10/31/2022,10,2022,WWW.OBRA.ORG,WWW.OBRA.ORG,42,debit,Sports,CREDIT CARD,,
10/31/2022,10,2022,PIZZA SCHMIZZA,PIZZA SCHMIZZA,63,debit,Restaurants,CREDIT CARD,,
10/31/2022,10,2022,FRED MEYER 0482,FRED MEYER 0482,61.25,debit,Groceries,CREDIT CARD,,
10/31/2022,10,2022,LOWES #01558*,LOWES #01558*,54.94,debit,Home Improvement,CREDIT CARD,,
10/31/2022,10,2022,AVA ROASTERIA ORENCO LLC,AVA ROASTERIA ORENCO LLC,14.4,debit,Restaurants,CREDIT CARD,,
10/31/2022,10,2022,APPLE.COM/BILL,APPLE.COM/BILL,19.99,debit,Electronics & Software,CREDIT CARD,,
10/31/2022,10,2022,STARBUCKS 800-782-7282,STARBUCKS 800-782-7282,25,debit,Coffee Shops,CREDIT CARD,,
10/31/2022,10,2022,SQ *AUTUMN COFFEE ROASTIN,SQ *AUTUMN COFFEE ROASTIN,5.75,debit,Coffee Shops,CREDIT CARD,,
10/31/2022,10,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,40,debit,Pets,CREDIT CARD,,
10/30/2022,10,2022,HOP*00GG3H2 TRIMET 70,HOP*00GG3H2 TRIMET 70,2.5,debit,Public Transportation,CREDIT CARD,,
10/30/2022,10,2022,PLAID PANTRY #206,PLAID PANTRY #206,6.53,debit,Groceries,CREDIT CARD,,
10/30/2022,10,2022,AMZN Mktp US*H89284WX2,AMZN Mktp US*H89284WX2,11.99,debit,Shopping,CREDIT CARD,,
10/30/2022,10,2022,CHEWY.COM,CHEWY.COM,102.79,debit,Pet Food & Supplies,CREDIT CARD,,
10/28/2022,10,2022,WWW.OBRA.ORG,WWW.OBRA.ORG,42,debit,Sports,CREDIT CARD,,
10/27/2022,10,2022,FRED MEYER 0482,FRED MEYER 0482,14.07,debit,Groceries,CREDIT CARD,,
10/26/2022,10,2022,Amazon.com*H05FS5LW0,Amazon.com*H05FS5LW0,14.36,debit,Shopping,CREDIT CARD,,
10/26/2022,10,2022,FRED MEYER,FRED MEYER,204.03,debit,Groceries,CREDIT CARD,,
10/26/2022,10,2022,SP LITTLE SLEEPIES,SP LITTLE SLEEPIES,40.9,debit,Clothing,CREDIT CARD,,
10/26/2022,10,2022,SP LITTLE SLEEPIES,SP LITTLE SLEEPIES,28.9,debit,Clothing,CREDIT CARD,,
10/25/2022,10,2022,Amazon.com*H804X3SI1,Amazon.com*H804X3SI1,23.47,debit,Shopping,CREDIT CARD,,
10/25/2022,10,2022,Amazon.com*H02D73CC0,Amazon.com*H02D73CC0,10.42,debit,Shopping,CREDIT CARD,,
10/25/2022,10,2022,MISTER TACOS 3,MISTER TACOS 3,22.25,debit,Restaurants,CREDIT CARD,,
10/25/2022,10,2022,FRED MEYER 0482,FRED MEYER 0482,2.99,debit,Groceries,CREDIT CARD,,
10/24/2022,10,2022,adidas 6536 Portland,adidas 6536 Portland,186.05,debit,Clothing,CREDIT CARD,,
10/24/2022,10,2022,GOOGLE *YouTube TV,GOOGLE *YouTube TV,90.93,debit,Television,CREDIT CARD,,
10/24/2022,10,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,40,debit,Pets,CREDIT CARD,,
10/24/2022,10,2022,FRED MEYER 0482,FRED MEYER 0482,73.4,debit,Groceries,CREDIT CARD,,
10/24/2022,10,2022,"SQ *CHIC'S COFFEE, ETC","SQ *CHIC'S COFFEE, ETC",14,debit,Coffee Shops,CREDIT CARD,,
10/23/2022,10,2022,Amazon.com*HT43Q92G2,Amazon.com*HT43Q92G2,19.26,debit,Shopping,CREDIT CARD,,
10/23/2022,10,2022,SPACE AGE#23,SPACE AGE#23,70.82,debit,Gas & Fuel,CREDIT CARD,,
10/23/2022,10,2022,Prime Video *H84DG76T0,Prime Video *H84DG76T0,5.99,debit,Movies & DVDs,CREDIT CARD,,
10/23/2022,10,2022,FRED MEYER 0482,FRED MEYER 0482,75.1,debit,Groceries,CREDIT CARD,,
10/23/2022,10,2022,CHICK-FIL-A #03489,CHICK-FIL-A #03489,23.85,debit,Fast Food,CREDIT CARD,,
10/23/2022,10,2022,MMS-PROVIDENCE ST VINCEN,MMS-PROVIDENCE ST VINCEN,3.49,debit,Fast Food,CREDIT CARD,,
10/23/2022,10,2022,HEALTHY PAWS PET INSURAN,HEALTHY PAWS PET INSURAN,72.4,debit,Pets,CREDIT CARD,,
10/23/2022,10,2022,SP KATE QUINN,SP KATE QUINN,9.99,debit,Shopping,CREDIT CARD,,
10/23/2022,10,2022,SPACE AGE#23,SPACE AGE#23,10.17,debit,Gas & Fuel,CREDIT CARD,,
10/23/2022,10,2022,WHOLEFDS TAN 10327,WHOLEFDS TAN 10327,46.32,debit,Groceries,CREDIT CARD,,
10/21/2022,10,2022,MACYS   .COM,MACYS   .COM,33,debit,Clothing,CREDIT CARD,,
10/21/2022,10,2022,SQ *CARLSON CHILDREN'S CO,SQ *CARLSON CHILDREN'S CO,14.5,debit,Restaurants,CREDIT CARD,,
10/21/2022,10,2022,WWW.OBRA.ORG,WWW.OBRA.ORG,42,debit,Bike,CREDIT CARD,,
10/21/2022,10,2022,MACYS   .COM,MACYS   .COM,36,debit,Clothing,CREDIT CARD,,
10/21/2022,10,2022,TARGET        00009100,TARGET        00009100,23.99,debit,Shopping,CREDIT CARD,,
10/21/2022,10,2022,CHIPOTLE ONLINE,CHIPOTLE ONLINE,48.04,debit,Fast Food,CREDIT CARD,,
10/20/2022,10,2022,FRED MEYER 0482,FRED MEYER 0482,51.9,debit,Groceries,CREDIT CARD,,
10/20/2022,10,2022,UNIVERSAL CYCLES,UNIVERSAL CYCLES,92,debit,Bike,CREDIT CARD,,
10/19/2022,10,2022,REI.COM  800-426-4840,REI.COM  800-426-4840,85,debit,Sporting Goods,CREDIT CARD,,
10/19/2022,10,2022,TANASBOURNE DENTAL CAR,TANASBOURNE DENTAL CAR,42,debit,Dentist,CREDIT CARD,,
10/18/2022,10,2022,DTV*NFLSUNDAYTICKET.TV,DTV*NFLSUNDAYTICKET.TV,28.24,debit,Entertainment,CREDIT CARD,,
10/18/2022,10,2022,MOD PIZZA TANASBOURNE,MOD PIZZA TANASBOURNE,60.15,debit,Fast Food,CREDIT CARD,,
10/17/2022,10,2022,GOOGLE *YouTubePremium,GOOGLE *YouTubePremium,6.99,debit,Television,CREDIT CARD,,
10/17/2022,10,2022,FRED MEYER 0661,FRED MEYER 0661,228.46,debit,Groceries,CREDIT CARD,,
10/17/2022,10,2022,SQ *COAVA COFFEE ROASTERS,SQ *COAVA COFFEE ROASTERS,52.9,debit,Coffee Shops,CREDIT CARD,,
10/17/2022,10,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,40,debit,Pets,CREDIT CARD,,
10/17/2022,10,2022,UBER   EATS,UBER   EATS,44.43,debit,Food Delivery,CREDIT CARD,,
10/16/2022,10,2022,Amazon.com*HT5XS5X80,Amazon.com*HT5XS5X80,9.49,debit,Shopping,CREDIT CARD,,
10/16/2022,10,2022,WHOLEFDS TAN 10327,WHOLEFDS TAN 10327,51.29,debit,Groceries,CREDIT CARD,,
10/16/2022,10,2022,WWW.OBRA.ORG,WWW.OBRA.ORG,42,debit,Bike,CREDIT CARD,,
10/16/2022,10,2022,AMZN Mktp US*HT53P40V1,AMZN Mktp US*HT53P40V1,115.6,debit,Shopping,CREDIT CARD,,
10/16/2022,10,2022,Amazon.com*HT6L52M00,Amazon.com*HT6L52M00,20.55,debit,Shopping,CREDIT CARD,,
10/16/2022,10,2022,SPORT CLIPS - OR103 - TAN,SPORT CLIPS - OR103 - TAN,37,debit,Hair,CREDIT CARD,,
10/16/2022,10,2022,AMZN Mktp US*HT65C8XK1,AMZN Mktp US*HT65C8XK1,14.39,debit,Shopping,CREDIT CARD,,
10/14/2022,10,2022,SP LITTLE SLEEPIES,SP LITTLE SLEEPIES,52.7,debit,Clothing,CREDIT CARD,,
10/14/2022,10,2022,SAFEWAY #1230,SAFEWAY #1230,38.33,debit,Groceries,CREDIT CARD,,
10/14/2022,10,2022,SP LITTLE SLEEPIES,SP LITTLE SLEEPIES,28.9,debit,Clothing,CREDIT CARD,,
10/14/2022,10,2022,APPLE.COM/BILL,APPLE.COM/BILL,9.99,debit,Electronics & Software,CREDIT CARD,,
10/14/2022,10,2022,AMZN Mktp US*HT1AA41A0,AMZN Mktp US*HT1AA41A0,19.99,debit,Shopping,CREDIT CARD,,
10/14/2022,10,2022,JIMMY JOHNS - 1510,JIMMY JOHNS - 1510,22.25,debit,Restaurants,CREDIT CARD,,
10/13/2022,10,2022,CHIPOTLE ONLINE,CHIPOTLE ONLINE,16.3,debit,Fast Food,CREDIT CARD,,
10/13/2022,10,2022,Amazon.com*1K7CV7QP2,Amazon.com*1K7CV7QP2,13.75,debit,Shopping,CREDIT CARD,,
10/13/2022,10,2022,Amazon.com*1K3K72MW2,Amazon.com*1K3K72MW2,7.53,debit,Shopping,CREDIT CARD,,
10/13/2022,10,2022,SAFEWAY #1230,SAFEWAY #1230,6.78,debit,Groceries,CREDIT CARD,,
10/13/2022,10,2022,CRUMBL TANASBOURNE,CRUMBL TANASBOURNE,9.25,debit,Restaurants,CREDIT CARD,,
10/12/2022,10,2022,Prime Video*HT8717F20,Prime Video*HT8717F20,8.99,debit,Movies & DVDs,CREDIT CARD,,
10/12/2022,10,2022,AMZN Mktp US*1K9534PC2,AMZN Mktp US*1K9534PC2,8.95,debit,Shopping,CREDIT CARD,,
10/12/2022,10,2022,2LEVY AT OMZ,2LEVY AT OMZ,9.32,debit,Alcohol & Bars,CREDIT CARD,,
10/12/2022,10,2022,FRED MEYER,FRED MEYER,111.8,debit,Groceries,CREDIT CARD,,
10/12/2022,10,2022,AMZN Mktp US*HT90X94B0,AMZN Mktp US*HT90X94B0,37.73,debit,Shopping,CREDIT CARD,,
10/12/2022,10,2022,SP KATE QUINN,SP KATE QUINN,44.99,debit,Clothing,CREDIT CARD,,
10/12/2022,10,2022,WASTE MGMT WM EZPAY,WASTE MGMT WM EZPAY,157.48,debit,Utilities,CREDIT CARD,,
10/12/2022,10,2022,SP LITTLE SLEEPIES,SP LITTLE SLEEPIES,28.9,debit,Clothing,CREDIT CARD,,
10/11/2022,10,2022,SP KYTE BABY,SP KYTE BABY,50.98,debit,Kids,CREDIT CARD,,
10/11/2022,10,2022,WASHINGTON PARK MOBILE,WASHINGTON PARK MOBILE,6.1,debit,Newspapers & Magazines,CREDIT CARD,,
10/11/2022,10,2022,PUBLIC COAST BREWING CO,PUBLIC COAST BREWING CO,90.21,debit,Restaurants,CREDIT CARD,,
10/11/2022,10,2022,APPLE.COM/BILL,APPLE.COM/BILL,9.99,debit,Electronics & Software,CREDIT CARD,,
10/11/2022,10,2022,Amazon.com*1K5EM69Y0,Amazon.com*1K5EM69Y0,6.96,debit,Shopping,CREDIT CARD,,
10/11/2022,10,2022,CANNON BEACH CLOTHING,CANNON BEACH CLOTHING,26.75,debit,Clothing,CREDIT CARD,,
